dataset,dataset_version,split,image_filename,image_relative_path,image_sha256,file_size_bytes,width,height,channels,image_mode,exif_orientation,label_filename,label_relative_path,pairing_status,annotation_count,class_ids,class_names,validation_status,validation_issue_count,human_triage_outcome,repair_authorized
gyu_det,v3,train,10016.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10016.jpg,930837f05fac81245de6e8e28830ecbf06f2125267e7abd0b942afd7dc97af8d,561687,1600,1200,3,RGB,1,,,image_without_label,,[],[],warning,1,[],False
gyu_det,v3,train,10017.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10017.jpg,3845253f7577520541c61e90a285b2a5a9475098d9de9f8cc33eb61c26f2a954,3660195,3456,2304,3,RGB,1,10017.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10017.txt,exact_pair,2,"[0, 5]","[""Crack"", ""Seepage""]",valid,0,[],False
gyu_det,v3,train,10018.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10018.jpg,2c441a192a658dd00ab17fc44029bdd6b80c7b4fff6eebdbf6bdbbb299f479aa,27460,550,393,3,RGB,,10018.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10018.txt,exact_pair,1,[1],"[""Breakage""]",warning,1,[],False
gyu_det,v3,train,10019.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10019.jpg,ca1e832221f10a346828d41b93cf79fa3e3b3e3e9f4aa1bdcea2c1885760eaaa,6273536,4608,3456,3,RGB,1,10019.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10019.txt,exact_pair,9,[0],"[""Crack""]",warning,1,[],False
gyu_det,v3,train,10020.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10020.jpg,eb493920943aaf12c3550475af8895649f076f2a7d04741afdbe490cda697f27,6393344,4608,3456,3,RGB,1,10020.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10020.txt,exact_pair,4,"[0, 4]","[""Crack"", ""Reinforcement""]",valid,0,[],False
gyu_det,v3,train,10021.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10021.jpg,8167a977f8b3e6581f79771b7903b5216a1b305d9c1844d948a753e07051f490,26868,480,320,3,RGB,,10021.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10021.txt,exact_pair,2,"[0, 5]","[""Crack"", ""Seepage""]",valid,0,[],False
gyu_det,v3,train,10022.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10022.jpg,a47a447f8f2b67f2a6add0f17883ac04784551389f7fe8071990cf8ec2f245c8,103394,1088,816,3,RGB,,10022.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10022.txt,exact_pair,2,[1],"[""Breakage""]",valid,0,[],False
gyu_det,v3,train,10023.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10023.jpg,9451ac7b1058f2b3d8ce12e4d75644374ec2139d0ae120e0ede2a3c6e8cef834,350698,1600,1200,3,RGB,1,10023.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10023.txt,exact_pair,1,[1],"[""Breakage""]",valid,0,[],False
gyu_det,v3,train,10024.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10024.jpg,a668b8e281ca60fd8c29615addb6800438043b50edf5e2f8877df189d5f0f187,738551,2048,1536,3,RGB,1,10024.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10024.txt,exact_pair,3,"[0, 1]","[""Crack"", ""Breakage""]",warning,1,[],False
gyu_det,v3,train,10025.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10025.jpg,cfa8fe315b921f8647394c376ea69687b1ca6c25267942dae606980e502d66c9,417244,1600,1200,3,RGB,6,,,image_without_label,,[],[],warning,2,[],False
gyu_det,v3,train,10026.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10026.jpg,6061d55015f689f0616cf4cb2af4b082cce7883b4ec7f97d956999147fa21f0b,3680916,4608,3456,3,RGB,1,10026.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10026.txt,exact_pair,13,"[1, 4]","[""Breakage"", ""Reinforcement""]",valid,0,[],False
gyu_det,v3,train,10027.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10027.jpg,08d1c5c1537ce172a51adaf256ac8a8de5cfd9e1b973fefd73c4d62522a080a3,734203,1600,1200,3,RGB,1,10027.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10027.txt,exact_pair,2,[0],"[""Crack""]",valid,0,[],False
gyu_det,v3,train,10028.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10028.jpg,efcb632198f1e9b70b3bb24accbaf1bde7b170e5829c7115d4f01dfa86458dee,4208683,3456,2304,3,RGB,1,10028.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10028.txt,exact_pair,1,[2],"[""Comb""]",valid,0,[],False
gyu_det,v3,train,10029.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10029.jpg,d608fbeaf929698a51b83a0b0d30cd7d4dd6d92962c1a1db6f1615b181bf7e51,3610189,4608,3456,3,RGB,6,10029.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10029.txt,exact_pair,1,[1],"[""Breakage""]",warning,1,[],False
gyu_det,v3,train,1003.JPG,data/raw/gyu_det/v3/extracted/train/train/images/1003.JPG,bd0a0842884879abb72806db63b024bc7e4ba58ac9fc7e0d677d6c018d8c6967,2391167,2736,1824,3,RGB,1,1003.txt,data/raw/gyu_det/v3/extracted/train/train/labels/1003.txt,exact_pair,9,"[1, 2, 4]","[""Breakage"", ""Comb"", ""Reinforcement""]",valid,0,[],False
gyu_det,v3,train,10030.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10030.jpg,a85335208aca3056d6d70e775b3c341e84fe75bf1845603acc09fbd99e3cf518,447444,1600,1200,3,RGB,1,10030.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10030.txt,exact_pair,5,[0],"[""Crack""]",warning,2,[],False
gyu_det,v3,train,10031.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10031.jpg,f69d7f88be88d7999c1b5e45b2ec5250f6e62f65bff6e701b683443895af43d6,415068,1600,1200,3,RGB,1,10031.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10031.txt,exact_pair,3,[1],"[""Breakage""]",valid,0,[],False
gyu_det,v3,train,10032.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10032.jpg,5df43352de60f1d57aae1a6a89b6debcbd55cc8709cc3c2772bf1611be968080,6130176,4608,3456,3,RGB,1,,,image_without_label,,[],[],warning,1,[],False
gyu_det,v3,train,10033.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10033.jpg,19eb4eabeda413c817115315bd01da6523b995dd18a6aa23c2fa7301e14ab0d4,592509,1200,1600,3,RGB,1,10033.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10033.txt,exact_pair,5,"[0, 1, 5]","[""Crack"", ""Breakage"", ""Seepage""]",warning,1,[],False
gyu_det,v3,train,10034.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10034.jpg,561ea3dce37d0022410b099086a4059cc6abdefc77909ea0b7ab505c98770b01,3801275,4608,3456,3,RGB,1,10034.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10034.txt,exact_pair,5,[1],"[""Breakage""]",valid,0,[],False
gyu_det,v3,train,10035.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10035.jpg,0fbcf73f09f0580d6a7769288e03de5631544c41613fab420bb84ac8e323ce53,484586,1600,1200,3,RGB,1,10035.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10035.txt,exact_pair,6,[0],"[""Crack""]",warning,1,[],False
gyu_det,v3,train,10036.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10036.jpg,577496b003ebc2f0e6c7e603724b5f28fce85c5025f09a8b10ee8836c1caa2ce,6248960,4608,3456,3,RGB,1,10036.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10036.txt,exact_pair,6,"[1, 2]","[""Breakage"", ""Comb""]",warning,1,[],False
gyu_det,v3,train,10037.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10037.jpg,8104e406358367487135669a66d4c42bdd1a31469032b911b191d58ddee214d9,462279,1200,1600,3,RGB,1,10037.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10037.txt,exact_pair,2,[2],"[""Comb""]",warning,1,[],False
gyu_det,v3,train,10038.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10038.jpg,7834559d7b11429893415377ff90381c80ef6601116c2ea2e4c782016992fd7d,801262,1600,1200,3,RGB,1,10038.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10038.txt,exact_pair,1,[1],"[""Breakage""]",valid,0,[],False
gyu_det,v3,train,10039.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10039.jpg,1838ddd89ebe045f4cad23c96aceb3a27d20d3b7e883f78572a0cfb4738c9872,3588543,4608,3456,3,RGB,1,10039.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10039.txt,exact_pair,5,[1],"[""Breakage""]",valid,0,[],False
gyu_det,v3,train,1004.jpg,data/raw/gyu_det/v3/extracted/train/train/images/1004.jpg,1f510ace151bd67672f220d1e00e188700fc7a491ed681c39adeb453af4b6056,261292,1280,960,3,RGB,,1004.txt,data/raw/gyu_det/v3/extracted/train/train/labels/1004.txt,exact_pair,2,[0],"[""Crack""]",valid,0,[],False
gyu_det,v3,train,10040.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10040.jpg,0ab93df30a68d36c4c779ad2b4345aa66a490adc08be58d933a4be4010f99447,659941,2048,1536,3,RGB,1,10040.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10040.txt,exact_pair,3,"[2, 4]","[""Comb"", ""Reinforcement""]",valid,0,[],False
gyu_det,v3,train,10041.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10041.jpg,ca15fa4cbec4c3e219c554a0558ad554093d22af77925358243e834afe396c35,372551,1600,1200,3,RGB,1,10041.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10041.txt,exact_pair,1,[0],"[""Crack""]",valid,0,[],False
gyu_det,v3,train,10042.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10042.jpg,33a642c390392a9643d0372b11602a75a1b7a3f3c0d2f4a0a589d76de92591ee,568810,1600,1200,3,RGB,1,10042.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10042.txt,exact_pair,7,"[1, 2, 5]","[""Breakage"", ""Comb"", ""Seepage""]",warning,1,[],False
gyu_det,v3,train,10043.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10043.jpg,02144145a7bf04447eb134dc8cd09db27dcb25375c727b61ecadb2f06db585b9,4027724,6000,3376,3,RGB,3,,,image_without_label,,[],[],warning,2,[],False
gyu_det,v3,train,10044.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10044.jpg,f519633336f15e852660881f36ddfebefd40315427afe7577d26031487fee604,2991321,4608,3456,3,RGB,1,10044.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10044.txt,exact_pair,3,[1],"[""Breakage""]",valid,0,[],False
gyu_det,v3,train,10045.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10045.jpg,54fc7d266fb5956b234c9518f02b14adc76d8ae8e6ca60b49ed01fb903aeb8e3,2912706,4608,3456,3,RGB,1,,,image_without_label,,[],[],warning,1,[],False
gyu_det,v3,train,10046.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10046.jpg,122cd6203f069d009cf6608f08eb64c0e2a88b6ea90b7f9356d3960a772ab853,633835,1600,1200,3,RGB,1,10046.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10046.txt,exact_pair,6,"[1, 4]","[""Breakage"", ""Reinforcement""]",valid,0,[],False
gyu_det,v3,train,10047.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10047.jpg,25c9d28da564f4673be787dfc1f4567e287d7adfc3a961b8fe19b3b0485242a2,606985,1600,1200,3,RGB,1,10047.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10047.txt,exact_pair,2,"[1, 2]","[""Breakage"", ""Comb""]",valid,0,[],False
gyu_det,v3,train,10048.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10048.jpg,3ad96181a3f0b209df2b27e15ab271db8052e8a08d8d89369f525391466372ed,9864658,6000,4000,3,RGB,1,10048.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10048.txt,exact_pair,1,[1],"[""Breakage""]",valid,0,[],False
gyu_det,v3,train,10049.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10049.jpg,370688ade8a565e24bf4b2a8ad6c62db4957b0821f9c5029dd61a0d10fdaf735,1015964,1920,1080,3,RGB,1,10049.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10049.txt,exact_pair,8,"[1, 2, 3, 4]","[""Breakage"", ""Comb"", ""Hole"", ""Reinforcement""]",valid,0,[],False
gyu_det,v3,train,1005.JPG,data/raw/gyu_det/v3/extracted/train/train/images/1005.JPG,c550738207e1791e497a4e6e6905ee4bd106e66480c8db3a1280e8b73cc60b6f,4168315,5184,3888,3,RGB,1,1005.txt,data/raw/gyu_det/v3/extracted/train/train/labels/1005.txt,exact_pair,10,"[1, 2, 4]","[""Breakage"", ""Comb"", ""Reinforcement""]",valid,0,[],False
gyu_det,v3,train,10050.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10050.jpg,a67fdba4c9c9e57a97e28c2de4456afb4be3d4bdf5d3e9b08e915f3289c83694,5695922,5472,3648,3,RGB,1,10050.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10050.txt,exact_pair,5,"[0, 4]","[""Crack"", ""Reinforcement""]",valid,0,[],False
gyu_det,v3,train,10051.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10051.jpg,1287a42d218284c598f09c7196b905c9b3e017871a126b724c6957b98adb2618,6449550,5472,3648,3,RGB,1,10051.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10051.txt,exact_pair,4,[0],"[""Crack""]",valid,0,[],False
gyu_det,v3,train,10052.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10052.jpg,6af60139bea12bfc6807cc85097ea635b066311ca7396c949063330e8d9b566b,434941,1600,1200,3,RGB,6,10052.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10052.txt,exact_pair,5,"[0, 1, 4]","[""Crack"", ""Breakage"", ""Reinforcement""]",warning,1,[],False
gyu_det,v3,train,10053.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10053.jpg,2b082d647edb891ea3c79d2c31edeec2e3557235746c553199ee83e7e818f8d1,2681826,4000,2248,3,RGB,1,10053.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10053.txt,exact_pair,3,[0],"[""Crack""]",valid,0,[],False
gyu_det,v3,train,10054.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10054.jpg,fcaa47487e0a67687c169c1187236bafdb1fe754f8e00896410692f8d42f474f,311724,1600,1200,3,RGB,1,10054.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10054.txt,exact_pair,1,[2],"[""Comb""]",valid,0,[],False
gyu_det,v3,train,10055.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10055.jpg,ad8d5e24023aeecf6e0107183cb026ea23088b05e3d799b77bbdfad87f28697b,6231040,4608,3456,3,RGB,1,10055.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10055.txt,exact_pair,4,[0],"[""Crack""]",valid,0,[],False
gyu_det,v3,train,10056.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10056.jpg,c033551d335479ceff6b1094b0b89f4a54fe332a29b8b5efdca9567e7becfc8d,372080,1600,1200,3,RGB,1,10056.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10056.txt,exact_pair,1,[0],"[""Crack""]",valid,0,[],False
gyu_det,v3,train,10057.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10057.jpg,813fbf905c465323c1cc69a03badcc63f53a63dbeed174f4605021e84c448c81,812973,2048,1536,3,RGB,1,10057.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10057.txt,exact_pair,1,[1],"[""Breakage""]",valid,0,[],False
gyu_det,v3,train,10058.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10058.jpg,c7fdeb3374d8872e08f9712b9a3594641ae986061f9b80903db02f325cd6a4ea,4028938,4608,3456,3,RGB,1,10058.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10058.txt,exact_pair,9,"[0, 4]","[""Crack"", ""Reinforcement""]",valid,0,[],False
gyu_det,v3,train,10059.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10059.jpg,7825aa07ae270b5fa6cb62a3c867ec508ec5d147686091ad203a2421b976759e,492483,1600,1200,3,RGB,1,10059.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10059.txt,exact_pair,5,"[1, 3, 4]","[""Breakage"", ""Hole"", ""Reinforcement""]",valid,0,[],False
gyu_det,v3,train,1006.JPG,data/raw/gyu_det/v3/extracted/train/train/images/1006.JPG,c538274c82020733693f6aaf06460eb9105cb001f047e722d734499edb1407d5,2358401,2736,1824,3,RGB,1,1006.txt,data/raw/gyu_det/v3/extracted/train/train/labels/1006.txt,exact_pair,2,"[2, 4]","[""Comb"", ""Reinforcement""]",valid,0,[],False
gyu_det,v3,train,10060.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10060.jpg,f40c15b9589d515cfbc86f66d17fdd255f4313ce70275f06d460fd86f3e1500f,3241877,4608,3456,3,RGB,6,10060.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10060.txt,exact_pair,2,"[1, 2]","[""Breakage"", ""Comb""]",warning,2,[],False
gyu_det,v3,train,10061.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10061.jpg,e6acd9f452c2c1b8a7f128e47283810a2b74202c8c4f8ccefa811892afe64dfd,3893477,4608,3456,3,RGB,6,10061.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10061.txt,exact_pair,27,"[1, 2, 4]","[""Breakage"", ""Comb"", ""Reinforcement""]",warning,1,[],False
gyu_det,v3,train,10062.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10062.jpg,bcbde0f35193d985d5ab5fe6e34d9628110a146bd2d3e8fc6ba557ad4d3e7f9c,4142070,4896,2752,3,RGB,1,10062.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10062.txt,exact_pair,1,[0],"[""Crack""]",valid,0,[],False
gyu_det,v3,train,10063.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10063.jpg,2758ca035f0bfd73122bbb6c6be4df851ac0b6c9775dfa8a3a6f0e5df62c0bc7,516872,1600,1200,3,RGB,1,10063.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10063.txt,exact_pair,8,"[2, 4]","[""Comb"", ""Reinforcement""]",valid,0,[],False
gyu_det,v3,train,10064.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10064.jpg,878e2b3aff086574c739e4c1a16f6be117304029e75544f0909b885fcd533eb4,235287,1088,816,3,RGB,,10064.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10064.txt,exact_pair,13,"[1, 2, 3, 4]","[""Breakage"", ""Comb"", ""Hole"", ""Reinforcement""]",valid,0,[],False
gyu_det,v3,train,10065.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10065.jpg,c832df9ae3334189a3de0ced21865ffba854fd1fff6587a06e4aaddf3491250a,797699,2048,1536,3,RGB,1,10065.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10065.txt,exact_pair,7,"[0, 1, 2]","[""Crack"", ""Breakage"", ""Comb""]",warning,1,[],False
gyu_det,v3,train,10066.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10066.jpg,72d36e996dc86b91112fe0a9600181aab33ccce5faf4e3461b50db28218ae47e,3925112,4608,3456,3,RGB,1,10066.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10066.txt,exact_pair,8,"[1, 2, 3, 4]","[""Breakage"", ""Comb"", ""Hole"", ""Reinforcement""]",valid,0,[],False
gyu_det,v3,train,10067.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10067.jpg,60329f7a39e869e9b6273684dfd4ab38a2aea436fe2c4056605bab1e7e31160b,5967360,4608,3456,3,RGB,1,10067.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10067.txt,exact_pair,4,"[0, 4]","[""Crack"", ""Reinforcement""]",valid,0,[],False
gyu_det,v3,train,10068.jpg,data/raw/gyu_det/v3/extracted/train/train/images/10068.jpg,fef47bd80f6ea43cf2037f2bdfd5de768fb59db82ca3c21155a79281a7e994df,361894,1600,1200,3,RGB,1,10068.txt,data/raw/gyu_det/v3/extracted/train/train/labels/10068.txt,exact_pair,3,[5],"[""Seepage""]",valid,0,[],False
