processed_split,raw_split,image_relative_path,label_relative_path,image_sha256,annotation_count,class_ids,duplicate_group_id,leakage_group_id,inclusion_reason,exclusion_reason
,test,data/raw/gyu_det/v3/extracted/test/test/images/12442.jpg,,8a73f27680bea610b7d0f53fba2ed0638b977d443fbea695d10f9019ede032df,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/12444.jpg,,4162d275809d6ef1de2002351d2b091dfa41c41bf918317d8852599b89efcdcf,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/12450.jpg,,9d168adccac4a5071b7b307885ca2f9bc3cde45deb71d78d701918f2f726fbb0,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/12454.jpg,,165812be98351c9d2d0107ee4838766c87244c8f374c1cde2a408f75cd19d083,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/12455.jpg,,0f41245ad173c022aeafbdb2f6be48b3a19fe55bcb0a244cea6de41c2880a14f,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/12464.jpg,,d4ef0dc7fa3312d862eacdb95dcf9800fd5fe980e3687a74a2e0163ba5ceee5e,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/12478.jpg,,35b5ad523b31f84afb98d74b176db2c1e5b66b167c9afc414513e5c2656401eb,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/12480.jpg,,bb86e36f16d51c9e2a59f52624296aedec6817c71cebbc9753a6d683e41f6006,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/12485.jpg,,f6ec434181f7ef14e9ca6ba2f04baa7d633131d25461bba9f7010004e122afa4,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/12498.jpg,,d0558735e3f3ce14fcf3f267febe740fcefd8562468ce054ca134db655d46d01,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/12501.jpg,,95ab2c2a011e29b88b1f6ac76d1cb2824d89ae49f02d6234d6e72dbf2adcff2d,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/12506.jpg,,1ed83aa5fe5e9489e9e0cfc584bc29c9bf34cf4fc0885a734986f8c27f37bbba,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/12508.jpg,,21d819cd4ca9b15cd5fcacf6c59e2c8de3a5d9a1ebe6ef643f2fc67c6b1b8778,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/12514.jpg,,de84989d2b3342a81d0da7b55608158c901519ac7e8eaf40af71c3bd24e84ab2,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/12520.jpg,,acc21b5c6881502077812dd6764314db68467f456b427847e18a883251f92643,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/12532.jpg,,d9513c494764ea2d40fe1631b1ac14c0472610944a8c036bea235164a9d2b71c,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/12539.jpg,,df98289edbb8bb2cc17e5bb68702ad864c55660d375ff7814e47dd33ff701f0e,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/12540.jpg,,ab66f362d2fa701f87a8811c3f1203dc1b3b28c86c677448ef303a16f2db9ec9,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/12548.jpg,,138f5a8d64f802a44330d8150635734ca8e1796e9e174bd771a96f1dd17b2637,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/12563.jpg,,12a9c723311984b31ac3249df6cb86d4dfff95e78a5a8d79853b5d6f992690c8,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/12580.jpg,,8f6287ad28aba7fe973cf0a95768fa1b24c448077dd1cc5b42db027811039264,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/12611.jpg,,6eb26cd015b9f3bd79087d1e048e6785154b47ae02a9ff248db43c3c7f4071f3,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/12621.jpg,,0202d439ece801a9eca82063aea22e00204d75c68bf85156ac7cbd2698fb560d,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/12643.jpg,,986cb3e27f42cb74ed6f6e05693a3f7aecaa69ea1f6f3ecb65ce6c65259a933d,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/12653.jpg,,0ba4087e93d5c7523638eca335c2bd6d19021c8178b11d86cc852a40c8bc91ac,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/12663.jpg,,e2fa127fbf357c04863f8f5aae6f154793dc82d7eb3e3718d706050b07806662,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/12670.jpg,,992dbc502d0e8c267344446aadce9bf4bdfdd5a166136bb59f29f8a6d14e55d5,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/12673.jpg,,e04bb3698ca2c1d80602d537489c835b9dad66473bbee0477e80011a8227c64e,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/12684.jpg,,8f9cbb29aa30f4c6b09e437144d7c03b5dd967d68d5fc9019bb53e501b9a08a2,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/12689.jpg,,83ce8c837f8582f8614ceae7596301818c96c1fe5d663804b97fb89550e7d15b,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/7196.JPG,,8be091f3fb6bab916cb844c07c34d377b5ec4a4707cda7b7a7403b5663e8f986,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/7288.JPG,,1672cda3b129e91d5c0535c8fb0b3b737cddf3078d68be38904e3a6447cb9b2e,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/7290.JPG,,121d7bfa913485bc016542d9854f5aa8c4a54c0cb2cb25c1a99921b74d01663c,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/7295.JPG,,c13a1d6f51900f2c33d4e6e1a69ef8d8a7e4ddcb3abd753300d5bc90e6279c15,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/7343.jpg,,c334369ef13105b013b189fbb7ef5f79aac6f7e20100bba0a507a0a5efadadf0,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/7355.JPG,,c064c33585d1a95dc3123b66e80a7fc815742fd11ebb22839c15796ade56ffd5,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/7366.JPG,,937c936522c547a31242984fa8e2814364aa927137cc9b921889e5eb1d54be14,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/7454.jpg,,b97a5ed0413cded63d02701ea0aea8eb4368fb51d5ed34d11c7d95c5c059ac07,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/7521.JPG,,ec693159e906a3d967b4bf1cdb67e26d43d1d4ed9e5d78a305c64c17f044484a,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/7530.JPG,,418718a2fc3febc1463c5e76b5d9e42ad253aac152f91f3444e6af734d408bd4,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/7661.JPG,,03f900cc89e1cb28ace31cfeb38d7184b13a2faa4469f9cfe867edc810e2476e,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/7670.JPG,,79ce79f4188d4a9dcba228c1b0db70270ea115ca241f50cbaf6e0167e8925787,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/7671.JPG,,983be62bf4832c59f93c9ee5037cb72c770edfb3ab782b646321262ad1e8ba8a,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/7789.JPG,,c611161b6b74aebfa9c38dc3a7c8d3e606d64d8fefab4292cf14de85390613f6,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/7812.JPG,,42a22f4274f5c3d51b6474f8cd50625bcb5b09cfdfeadece713b93cdec75b8d8,,[],,,,UNLABELED_UNCLASSIFIED
,test,data/raw/gyu_det/v3/extracted/test/test/images/7823.JPG,,2a9449461b60e0619be771af708617e45c088a71691b02bd3bb2ae7e4f7c15b8,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10003.jpg,,2dd3b7cedc38bd04dbe1192b185e072986e0b3cbadcc00508df541a11f8a721e,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10016.jpg,,930837f05fac81245de6e8e28830ecbf06f2125267e7abd0b942afd7dc97af8d,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10025.jpg,,cfa8fe315b921f8647394c376ea69687b1ca6c25267942dae606980e502d66c9,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10032.jpg,,5df43352de60f1d57aae1a6a89b6debcbd55cc8709cc3c2772bf1611be968080,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10043.jpg,,02144145a7bf04447eb134dc8cd09db27dcb25375c727b61ecadb2f06db585b9,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10045.jpg,,54fc7d266fb5956b234c9518f02b14adc76d8ae8e6ca60b49ed01fb903aeb8e3,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10073.jpg,,f174e353d1a5fe2834eec39cecff48eb3a23fa5a6c5a6b5392f6f847d5f80e58,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10086.jpg,,7770622e80df1a77a0c5085f646ae5729fdb26d644f85d472478ff6c2bbee708,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10088.jpg,,03061a0c52a3e376221a90433d65ebdd37c11b077dc1c18e8d5b8f06bf3516b6,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10090.jpg,,c75081ab76554b32bc1eadcbe164df3e30fbd0fc76a4c0352cf422150acbd28d,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10096.jpg,,dd9167ba841772c2f67323fef3408e7e22d3a373561a1fd9d7ba6ab05116de35,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10100.jpg,,b3566a6b09335654de38278cdf1c4cd8e7825d2827ea55c9760d93b7e0b311ee,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10102.jpg,,8e3f412a839aef94ebce278d7e39969b1069ef919fb7b7a52070a9c8571d4ea2,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10110.jpg,,9e997d9cb6800d4cf465568709fdaaeccf6bca21002f96f7d7825e5c1dd7033a,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10130.jpg,,c3af9f02376a5fd28f190728f64ef41f066cb31f7e0f5a42b4a2bc198f967896,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10142.jpg,,f252f8a2addc4f5b590c8a386d1a0681e01e0efc717647a4843b5a36350faf68,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10144.jpg,,9b0191270096a3a4b9d871ebf7535072ebe506b2f046e9dc706761a3c5125d59,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10150.jpg,,53ab369b4ed6a28eaec365b6a9925d27ad54364559e6d8a28502bc31a6abf908,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10151.jpg,,9895d40a0d488eb4659fff80d669ade94c68c07792279bc9337a249f6becdd1f,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10162.jpg,,ac3e9b42bd35dc376d2fa23df78e50621d1ebaca711a1538fb62d7aa44906a7e,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10181.jpg,,0051c8233c36fb6dc02e4718a3b875f2a44e8df0a51e5bf80b4da46bdff313e4,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10198.jpg,,19f885443145f54478b9209cf0f9556356c668b74141e87dece971fb69389240,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10239.jpg,,5b6f1f7b5251d04803d36fdcfc4f068aa5746267393b827467345c26eeb418ad,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10241.jpg,,4a21e05117ec626fb04bef56f7520ad522fd9c1c230b2fd3a4c34a3e71854fc8,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10249.jpg,,c6f769821458610d94ece2ef30cc7559802d6590d5044908c2131c33c4d170ea,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10250.jpg,,7c57161b12a7a7c5e9c8b9629d4016b37d0a297c97fb516e32631fed2b2759b5,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10270.jpg,,8a869e26bc0f8ad671e93de0138939e57c8a8cadaab6d33bc787890de135b001,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10279.jpg,,a653e3dc8dec9bfd7c4a0b5627d6239d235fe6dd5065c4417aba537090a18021,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10289.jpg,,37ec6382205cac3b2ef7e8eb762b007eb43ecd2d5d47dff4151e7389edad0849,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10290.jpg,,1423ba494f5ea84daca80d96049d1a3273f2c41a518166321cbfe73b1f459a9f,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10302.jpg,,caeb52ee4b53f8226a0dc381220215ea2880acbfdad6e360ebed801a4b146934,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10329.jpg,,0a693033f88336a8354233b29ed3173c79f78920dedc4de5b7d658c546788ab3,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10331.jpg,,1a481e6f790667903d24296fcc0231de36f4b979b1eab1ec464ee907aee5b8d5,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10338.jpg,,3fc3d1e997615729551c11bd14438dcd05bff9ec722f89f9d5673ee3833a8df8,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10341.jpg,,9607003197b2e5e48ec4772fbbb05eeaedd0d1caf502eacae9cd053ff23b2df8,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10347.jpg,,f89870d0a9f5b4b2a0773a9f89a0005ee9fc54b4f5ad5b493537453b0cc473a0,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10349.jpg,,b1c1d33823188005b8a975fbe4d0da7f8b5db8c4f603f6edbbcb294cdb1a7030,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10359.jpg,,19796a3c4a7aa34be4572332f57a0ca338e770a8a1c498b60addc77cb56befa8,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10371.jpg,,89d5b8903b8dfb34d3d01bca972ec846693998e0a278bcd603b0870a0b4ba73b,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10374.jpg,,4e171f7fad2ded7729826af968a5e35a84f5d3fa3e80d98726aab42b4647ce45,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10377.jpg,,db8398dfb13df7c3d94e65852d1c82a3d2e4b9247a45d6dc456c60009b2f5686,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10384.jpg,,8fff266420f208e965b1bb86e205ac31c1533884bc815721c60b4533931c3afa,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10386.jpg,,e4fb8ee5ae84c7e4f4382413d3b6dfc12f58bd7173d02d3690a60131bc7af15d,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10390.jpg,,a707f7c4c588150775434603b2b2cc357edcc2bf66407b7a0db07532bb089be3,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10410.jpg,,811b4890ebfedf60e3bfd09ec4014ba30831f20860c5583f7033dfa70b5bf06d,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10414.jpg,,aa8fc205abe4999ea4e88f158e0d88f4d44f6cac6ca2f1594e1ca817bab61c2c,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10416.jpg,,f32a1a6c73f3cb48dd121896c59ca6f3e23f7226d0cd684c5fc7a338b7a212eb,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10419.jpg,,046116acda09604f8c9148134a75f113abec4d40109200f74dd7d9c24df5780b,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10421.jpg,,688f60457f96ecabad873ab9692360202584f0d32fb54330e046f623a616134f,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10439.jpg,,ae02f6285b063db23e29b0393b7961fefc666d7a2356b6e0fe2ec5e654b951d4,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10448.jpg,,6583e06ead1fa309ad9ab01cc617d2826e754a6861ccfbbdcf6bed8b779f769e,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10453.jpg,,9b0f3af567447e7028767bdd88fe06cca0a11a5ab2d37d15e5642b667853f473,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10462.jpg,,06a5a7e9315949734603cd0626c1ac2df2c10fd54d775b171dc8cdb31f424514,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10463.jpg,,04eea93d1c4f05ad79e27090d11a608a2bc763e061d03eff37384b7a563d3504,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10480.jpg,,9ea2518618fe09fa78505eed66c2904e9401bbd85e0ef773da084981851a1193,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10483.jpg,,3c2aba8cc5c7a1236bf7e6141592df32400817271dc673f2bc846508b4c2d005,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10496.jpg,,f12e84d85efc5f540c86316b730de7384213fdaa222c32a868bc7f5be90d8cc4,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10500.jpg,,72188a00bd3ea4689d553a9530c9f95a6d7d2ca0d24357166a0ac18f6a4ac8c0,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10505.jpg,,51a2721814ecd7a1af50beec6e82e8461228b3f5cae57d58d508bdd0bb8f8ebe,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10516.jpg,,7c9dec1d6971328847b01a2d1108d67de61c09bfe81f00c9ab67d3bbf7f4e3d2,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10523.jpg,,13f6bec0aac0e5aaf2bb4dff069606389ac62ce1adec6e438556df847ac1377b,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10524.jpg,,877255331bf3bd1b728e3037d6cb35dff666c1aad989733ea286762829e8382f,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10528.jpg,,23ed25812f3cf52fbbc8ac4ec9a3ea33304f10a85850ff9e2a1326d1be0ce74a,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10541.jpg,,208c67b1d86ea63ddf8f02503230efeed1d2b8067bce5f0ea0f7d1423b02c3e5,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10545.jpg,,5a09aeef5318c419e2719d17f9bc8d6d8f2113fbaa8341c1c7723adc4181a662,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10576.jpg,,4b28d486388ac8b35b7f20fe014c26a2bc2798b7b6bf7ea646f4b2126e89f082,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10588.jpg,,033248d061c411f2a76563dbb76544b77f699241e765613e23d9ab06c169441a,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10602.jpg,,076e51e6ffe3651e8507bbf811f22a6823db6295f86a861779c6ca50109dbc28,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10605.jpg,,0b2c399b3378ef2f38f94ade49454d2909c62e42b953af38124f9112c379a447,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10607.jpg,,733cb17a364299f6340e91044a4fffb9f03c58f5aab0e1f86ee3c36fbf41f5e0,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10616.jpg,,5d0f946563ce771da6569cb36cb5689765ec18079c60e365d75bde3f57be2d4e,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10618.jpg,,53a073d0ca35cd25b2147fa0c5829075e3c7349e853298fe0c9186d7345e7171,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10643.jpg,,4437821c20acae2f562cf96b2cea76aa17b67bc4a1ca3f03910d83d3fe36227c,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10646.jpg,,fc5fbb8ad0f308fd67c57fe2e9b811e477f096e563a4e875735d56c653440fd3,,[],,,,UNLABELED_UNCLASSIFIED
,train,data/raw/gyu_det/v3/extracted/train/train/images/10650.jpg,,b53e199fa0d198d3f532a8719e075d91f282265b68dd3ede0740dec718b2e87b,,[],,,,UNLABELED_UNCLASSIFIED
