split,image_filename,label_filename,annotation_index,class_id,class_name,normalized_width,normalized_height,normalized_area,pixel_width,pixel_height,pixel_area,aspect_ratio,relative_image_area,normalized_aspect_ratio,size_category,near_border,boundary_excess,rounding_warning,extreme_aspect_ratio
train,10009.jpg,10009.txt,4,4,Reinforcement,0.21375,0.0450931,0.009638650124999999,984.96,155.8417536,153497.89362585597,6.320257422976021,0.009638650124999999,4.740193067232016,small,False,0.0,False,False
train,10009.jpg,10009.txt,5,2,Comb,0.770197,0.703759,0.542033070523,3549.067776,2432.191104,8632011.072280264,1.4592059687099324,0.542033070523,1.0944044765324492,large,True,0.0,False,False
train,1001.JPG,1001.txt,1,4,Reinforcement,0.088085,0.302632,0.02665733972,241.00055999999998,552.000768,133032.4942084301,0.43659460995532523,0.02665733972,0.2910630733035502,medium,False,0.0,False,False
train,1001.JPG,1001.txt,2,2,Comb,0.170687,0.269189,0.045947062843,466.999632,491.000736,229297.16302372914,0.9511179877335255,0.045947062843,0.634078658489017,medium,False,0.0,False,False
train,1001.JPG,1001.txt,3,2,Comb,0.718202,0.230263,0.165375347126,1965.0006720000001,419.999712,825299.7163198064,4.6785762367379915,0.165375347126,3.119050824491994,large,True,0.0,False,False
train,1001.JPG,1001.txt,4,1,Breakage,0.095029,0.082785,0.007866975764999999,259.999344,150.99984,39259.85934410496,1.721851784743613,0.007866975764999999,1.1479011898290754,small,False,0.0,False,False
train,1001.JPG,1001.txt,5,1,Breakage,0.053728,0.181469,0.009749966431999999,146.999808,330.999456,48656.85648010444,0.44410891116389023,0.009749966431999999,0.2960726074425935,small,False,0.0,False,False
train,1001.JPG,1001.txt,6,1,Breakage,0.032529,0.103618,0.0033705899220000004,88.99934400000001,188.999232,16820.80766450381,0.4708979134899342,0.0033705899220000004,0.3139319423266228,small,False,0.0,False,False
train,1001.JPG,1001.txt,7,4,Reinforcement,0.006944,0.084978,0.0005900872319999999,18.998784,154.99987199999998,2944.8090881556477,0.12257290122149264,0.0005900872319999999,0.08171526748099509,tiny,False,0.0,False,False
train,1001.JPG,1001.txt,8,4,Reinforcement,0.003655,0.120614,0.00044084417,10.000079999999999,219.999936,2200.01695999488,0.045454922314159214,0.00044084417,0.03030328154277281,tiny,False,0.0,False,True
train,1001.JPG,1001.txt,9,1,Breakage,0.092836,0.052632,0.004886144352,253.99929600000002,96.000768,24384.127487459325,2.645804833561332,0.004886144352,1.7638698890408877,small,False,0.0,False,False
train,1001.JPG,1001.txt,10,4,Reinforcement,0.015716,0.023026,0.00036187661600000005,42.998976,41.999424000000005,1805.9322245898243,1.0237991835316598,0.00036187661600000005,0.6825327890211066,tiny,False,0.0,False,False
train,10010.jpg,10010.txt,1,1,Breakage,0.121286,0.150888,0.018300601968,58.21728,48.28416,2810.9724622848,1.2057221250198824,0.018300601968,0.803814750013255,medium,False,0.0,False,False
train,10010.jpg,10010.txt,2,0,Crack,0.999881,0.166712,0.166692161272,479.94288,53.34784,25603.915971379203,8.996481956907722,0.166692161272,5.9976546379384805,large,True,5.00000000069889e-07,True,False
train,10010.jpg,10010.txt,3,0,Crack,0.775175,0.144954,0.11236471695,372.08399999999995,46.38528,17259.22052352,8.021596506477916,0.11236471695,5.347731004318611,large,True,0.0,False,False
train,10010.jpg,10010.txt,4,0,Crack,0.369329,0.0941631,0.0347771635599,177.27792,30.132192,5341.77232280064,5.883339652156736,0.0347771635599,3.922226434771158,medium,True,5.000000000143778e-07,True,False
train,10010.jpg,10010.txt,5,0,Crack,0.839084,0.164957,0.138412779388,402.76032000000004,52.78624,21260.2029139968,7.630024794340344,0.138412779388,5.086683196226896,large,True,0.0,False,False
train,10010.jpg,10010.txt,6,0,Crack,0.721299,0.14011,0.10106120289000001,346.22352,44.8352,15523.000763904001,7.722136178716723,0.10106120289000001,5.148090785811148,large,True,0.0,False,False
train,10010.jpg,10010.txt,7,0,Crack,0.460012,0.102349,0.047081768187999994,220.80576,32.75168,7231.759593676798,6.741814771028539,0.047081768187999994,4.494543180685693,medium,True,0.0,False,False
train,10010.jpg,10010.txt,8,0,Crack,0.449645,0.105219,0.047311197255,215.8296,33.67008,7266.999898368,6.4101302996607075,0.047311197255,4.273420199773805,medium,False,0.0,False,False
train,10011.jpg,10011.txt,1,4,Reinforcement,0.0888491,0.371206,0.0329813190146,409.4166528,1282.8879359999999,525235.6846746206,0.3191367237239341,0.0329813190146,0.23935254279295057,medium,False,0.0,False,False
train,10011.jpg,10011.txt,2,4,Reinforcement,0.0706888,0.34219,0.024189000471999997,325.7339904,1182.60864,385215.83138871705,0.2754368430793809,0.024189000471999997,0.20657763230953563,medium,False,0.0,False,False
train,10011.jpg,10011.txt,3,1,Breakage,0.559893,0.938027,0.525194751111,2579.9869439999998,3241.821312,8363856.659740951,0.7958448957226177,0.525194751111,0.5968836717919633,large,False,0.0,False,False
train,10011.jpg,10011.txt,4,4,Reinforcement,0.0374064,0.0548252,0.0020508133612799997,172.3686912,189.47589119999998,32659.711380097593,0.9097130516623744,0.0020508133612799997,0.6822847887467807,small,False,0.0,False,False
train,10012.jpg,10012.txt,1,3,Hole,0.0516861,0.0488803,0.00252643207383,105.8531328,75.08014080000001,7947.468114745099,1.4098685973694922,0.00252643207383,1.0574014480271192,small,False,0.0,False,False
train,10012.jpg,10012.txt,2,0,Crack,0.281855,0.855592,0.24115288316000003,577.23904,1314.189312,758601.3768371405,0.43923583514884046,0.24115288316000003,0.3294268763616303,large,True,0.0,False,False
train,10012.jpg,10012.txt,3,0,Crack,0.18103,0.940479,0.17025491336999998,370.74944,1444.575744,535575.6481255833,0.2566493598829249,0.17025491336999998,0.1924870199121937,large,False,0.0,False,False
train,10013.jpg,10013.txt,1,0,Crack,0.784762,0.433093,0.339874928866,376.68575999999996,138.58976,52204.7890738176,2.7179912859362765,0.339874928866,1.8119941906241845,large,True,0.0,False,False
train,10013.jpg,10013.txt,2,0,Crack,0.181815,0.740412,0.13461800778,87.27120000000001,236.93184,20677.325995008,0.3683388437788691,0.13461800778,0.24555922918591272,large,True,0.0,False,False
train,10013.jpg,10013.txt,3,0,Crack,0.240401,0.932806,0.224247495206,115.39248,298.49792,34444.415263641604,0.38657716609884585,0.224247495206,0.2577181107325639,large,True,0.0,False,False
train,10014.jpg,10014.txt,1,0,Crack,0.363486,0.665427,0.241873398522,581.5776,798.5124,464396.92516223993,0.7283263227972414,0.241873398522,0.5462447420979311,large,False,0.0,False,False
train,10014.jpg,10014.txt,2,0,Crack,0.126679,0.643845,0.08156164075500001,202.68640000000002,772.614,156598.35024960001,0.2623385027969983,0.08156164075500001,0.1967538770977487,medium,False,0.0,False,False
train,10014.jpg,10014.txt,3,0,Crack,0.294012,0.392465,0.11538941958,470.4192,470.958,221547.6855936,0.9988559489381218,0.11538941958,0.7491419617035914,large,False,0.0,False,False
train,10014.jpg,10014.txt,4,0,Crack,0.997346,0.149155,0.14875914263,1595.7536,178.98600000000002,285617.5538496,8.915521884393192,0.14875914263,6.686641413294894,large,True,0.0,False,False
train,10015.jpg,10015.txt,1,0,Crack,0.202246,0.493948,0.099899007208,414.199808,758.704128,314255.10414640745,0.5459306107795423,0.099899007208,0.4094479580846567,medium,False,0.0,False,False
train,10015.jpg,10015.txt,2,2,Comb,0.994817,0.408105,0.405989791785,2037.385216,626.84928,1277133.4557322445,3.2501994993118597,0.405989791785,2.4376496244838948,large,True,5.00000000069889e-07,True,False
train,10015.jpg,10015.txt,3,0,Crack,0.109935,0.338012,0.03715934922,225.14688,519.186432,116893.20530313216,0.43365324308012737,0.03715934922,0.3252399323100955,medium,False,0.0,False,False
train,10017.jpg,10017.txt,1,5,Seepage,0.40218,0.349921,0.14073122778,1389.93408,806.217984,1120589.8518704947,1.7240177068538327,0.14073122778,1.1493451379025552,large,False,0.0,False,False
train,10017.jpg,10017.txt,2,0,Crack,0.382326,0.106404,0.040681015704,1321.318656,245.15481599999998,323927.6319890473,5.389731589038006,0.040681015704,3.593154392692004,medium,True,0.0,False,False
train,10018.jpg,10018.txt,1,1,Breakage,0.331895,0.259541,0.086140360195,182.54225,101.99961300000001,18619.23885614925,1.7896366920529392,0.086140360195,1.2787767635941911,medium,True,0.0,False,False
train,10019.jpg,10019.txt,1,0,Crack,0.999534,0.156306,0.156233161404,4605.852672,540.193536,2488051.8411827283,8.526300973731015,0.156233161404,6.394725730298261,large,True,0.0,False,False
train,10019.jpg,10019.txt,2,0,Crack,0.916259,0.176375,0.16160518112500002,4222.121472,609.552,2573602.5875005447,6.926597684857075,0.16160518112500002,5.194948263642806,large,True,0.0,False,False
train,10019.jpg,10019.txt,3,0,Crack,0.331778,0.33909,0.11250260202000001,1528.833024,1171.89504,1791631.837813801,1.3045818710863388,0.11250260202000001,0.9784364033147542,large,True,0.0,False,False
train,10019.jpg,10019.txt,4,0,Crack,0.994934,0.106041,0.10550379629399999,4584.655872,366.477696,1680174.1209234307,12.510054287178232,0.10550379629399999,9.382540715383673,large,True,0.0,False,True
train,10019.jpg,10019.txt,5,0,Crack,0.764796,0.19728,0.15087895488000003,3524.1799680000004,681.7996800000001,2402784.7744448106,5.1689375506893755,0.15087895488000003,3.8767031630170314,large,True,0.0,False,False
train,10019.jpg,10019.txt,6,0,Crack,0.487743,0.349698,0.170562751614,2247.5197439999997,1208.556288,2716254.1190153505,1.8596732037357946,0.170562751614,1.394754902801846,large,True,4.999999999866223e-07,True,False
train,10019.jpg,10019.txt,7,0,Crack,0.925026,0.268678,0.24853413562799997,4262.519808,928.551168,3957967.746341535,4.590506107682803,0.24853413562799997,3.4428795807621024,large,True,0.0,False,False
train,10019.jpg,10019.txt,8,0,Crack,0.996674,0.0627334,0.06252474871159999,4592.673792,216.8066304,995722.1293699103,21.183271856246698,0.06252474871159999,15.887453892185025,medium,True,0.0,False,True
train,10019.jpg,10019.txt,9,0,Crack,0.336498,0.216002,0.072684240996,1550.5827840000002,746.502912,1157514.5635530672,2.077128915473005,0.072684240996,1.5578466866047538,medium,True,0.0,False,False
train,10020.jpg,10020.txt,1,0,Crack,0.065162,0.408269,0.026603624577999998,300.26649599999996,1410.977664,423669.31910354533,0.21280740557491912,0.026603624577999998,0.15960555418118935,medium,True,0.0,False,False
train,10020.jpg,10020.txt,2,4,Reinforcement,0.0530613,0.637815,0.0338432930595,244.50647039999998,2204.28864,538962.8351092163,0.11092307330495518,0.0338432930595,0.0831923049787164,medium,True,0.0,False,False
train,10020.jpg,10020.txt,3,0,Crack,0.269308,0.0657374,0.0177036077192,1240.971264,227.1884544,281934.34342297434,5.462298985559717,0.0177036077192,4.096724239169787,medium,False,0.0,False,False
train,10020.jpg,10020.txt,4,0,Crack,0.178522,0.0554276,0.009895046007199999,822.629376,191.5577856,157581.06163606976,4.294418905623432,0.009895046007199999,3.2208141792175735,small,False,0.0,False,False
train,10021.jpg,10021.txt,1,5,Seepage,0.337457,0.273289,0.092223286073,161.97936,87.45248000000001,14165.4967408128,1.8521985883076157,0.092223286073,1.234799058871744,medium,True,0.0,False,False
train,10021.jpg,10021.txt,2,0,Crack,0.472344,0.395837,0.186971231928,226.72512,126.66784,28718.7812241408,1.789918577596334,0.186971231928,1.193279051730889,large,False,0.0,False,False
train,10022.jpg,10022.txt,1,1,Breakage,0.0523974,0.360996,0.018915251810399998,57.0083712,294.57273599999996,16793.1118792876,0.19352901417190221,0.018915251810399998,0.14514676062892665,medium,False,0.0,False,False
train,10022.jpg,10022.txt,2,1,Breakage,0.127122,0.856129,0.10883283073800001,138.308736,698.601264,96622.65779184231,0.1979795100971933,0.10883283073800001,0.148484632572895,large,True,0.0,False,False
train,10023.jpg,10023.txt,1,1,Breakage,0.363731,0.411967,0.14984516887700003,581.9696,494.3604,287702.7242438401,1.1772172690207388,0.14984516887700003,0.8829129517655541,large,True,0.0,False,False
train,10024.jpg,10024.txt,1,1,Breakage,0.224257,0.165783,0.03717799823100001,459.278336,254.64268800000002,116951.87001920718,1.803618786807654,0.03717799823100001,1.3527140901057406,medium,True,5.00000000069889e-07,True,False
train,10024.jpg,10024.txt,2,1,Breakage,0.985872,0.36818,0.36297835296,2019.065856,565.52448,1141831.1683001549,3.5702536802650875,0.36297835296,2.6776902601988155,large,True,0.0,False,False
train,10024.jpg,10024.txt,3,0,Crack,0.989753,0.991008,0.980853141024,2027.014144,1522.188288,3085497.1896071453,1.3316448168598705,0.980853141024,0.998733612644903,large,True,0.0,False,False
train,10026.jpg,10026.txt,1,1,Breakage,0.0798515,0.0570084,0.0045522062526,367.955712,197.0210304,72495.01351980565,1.8675961203378215,0.0045522062526,1.4006970902533662,small,False,0.0,False,False
train,10026.jpg,10026.txt,2,4,Reinforcement,0.0445355,0.27338,0.01217511499,205.219584,944.80128,193891.7256442675,0.21720925695612944,0.01217511499,0.16290694271709708,medium,False,0.0,False,False
train,10026.jpg,10026.txt,3,4,Reinforcement,0.0301499,0.171463,0.0051695923037,138.9307392,592.576128,82327.0394953138,0.23445213641815824,0.0051695923037,0.17583910231361868,small,False,0.0,False,False
train,10026.jpg,10026.txt,4,4,Reinforcement,0.136814,0.0493095,0.006746229933,630.438912,170.413632,107435.38474804838,3.69946291620614,0.006746229933,2.774597187154605,small,False,0.0,False,False
train,10026.jpg,10026.txt,5,4,Reinforcement,0.120009,0.0621315,0.0074563391835,553.001472,214.726464,118744.05066935503,2.5753764193685975,0.0074563391835,1.931532314526448,small,False,0.0,False,False
train,10026.jpg,10026.txt,6,1,Breakage,0.26263,0.069599,0.018278785369999998,1210.19904,240.53414399999997,291094.19015602174,5.031298342409134,0.018278785369999998,3.7734737568068506,medium,False,0.0,False,False
train,10026.jpg,10026.txt,7,1,Breakage,0.0869535,0.0528221,0.00459306647235,400.681728,182.5531776,73145.7226526589,2.1948767655962182,0.00459306647235,1.646157574197164,small,False,0.0,False,False
train,10026.jpg,10026.txt,8,4,Reinforcement,0.0172589,0.0419235,0.00072355349415,79.5290112,144.887616,11522.7688356053,0.5489013719433412,0.00072355349415,0.41167602895750594,tiny,False,0.0,False,False
train,10026.jpg,10026.txt,9,4,Reinforcement,0.0552975,0.166533,0.009208858567499999,254.81088,575.538048,146653.35648436224,0.44273507352897024,0.009208858567499999,0.3320513051467277,small,False,0.0,False,False
train,10026.jpg,10026.txt,10,4,Reinforcement,0.361759,0.0792796,0.028680108816400002,1666.985472,273.9902976,456737.8455681565,6.08410402339736,0.028680108816400002,4.56307801754802,medium,False,0.0,False,False
train,10026.jpg,10026.txt,11,4,Reinforcement,0.0702772,0.0605869,0.0042578776886799995,323.8373376,209.38832639999998,67807.75814589579,1.5465873535918382,0.0042578776886799995,1.1599405151938784,small,False,0.0,False,False
train,10026.jpg,10026.txt,12,4,Reinforcement,0.038984,0.13824,0.00538914816,179.638272,477.75744000000003,85823.52095674368,0.37600308641975305,0.00538914816,0.2820023148148148,small,True,0.0,False,False
train,10026.jpg,10026.txt,13,1,Breakage,0.0677849,0.121977,0.008268198747299999,312.3528192,421.552512,131673.11556404183,0.7409582680887927,0.008268198747299999,0.5557187010665945,small,False,0.0,False,False
train,10027.jpg,10027.txt,1,0,Crack,0.142477,0.998471,0.14225915266699998,227.9632,1198.1652,273137.57312063995,0.19026024124219265,0.14225915266699998,0.1426951809316445,large,True,0.0,False,False
train,10027.jpg,10027.txt,2,0,Crack,0.243877,0.988756,0.241134847012,390.20320000000004,1186.5072,462978.90626304003,0.3288671151763765,0.241134847012,0.2466503363822824,large,True,0.0,False,False
train,10028.jpg,10028.txt,1,2,Comb,0.990719,0.338507,0.335365316533,3423.924864,779.920128,2670387.9181932625,4.3900968074515445,0.335365316533,2.9267312049676963,large,True,0.0,False,False
train,10029.jpg,10029.txt,1,1,Breakage,0.301419,0.399261,0.12034485135899999,1388.938752,1379.846016,1916521.603415212,1.0065896744234974,0.12034485135899999,0.7549422558176231,large,False,0.0,False,False
train,1003.JPG,1003.txt,1,1,Breakage,0.068713,0.336623,0.023130376198999998,187.99876799999998,614.000352,115431.30972756632,0.3061867430330072,0.023130376198999998,0.20412449535533816,medium,True,0.0,False,False
train,1003.JPG,1003.txt,2,1,Breakage,0.154605,0.063048,0.009747536040000001,422.99928,114.99955200000001,48644.72769632257,3.678268937952036,0.009747536040000001,2.452179291968024,small,False,0.0,False,False
train,1003.JPG,1003.txt,3,1,Breakage,0.053728,0.075658,0.004064953024,146.999808,138.000192,20286.00172796314,1.0652145179624097,0.004064953024,0.7101430119749398,small,True,0.0,False,False
train,1003.JPG,1003.txt,4,1,Breakage,0.034357,0.050439,0.001732932723,94.00075199999999,92.00073599999999,8648.138368553471,1.0217391304347827,0.001732932723,0.6811594202898551,small,True,0.0,False,False
train,1003.JPG,1003.txt,5,1,Breakage,0.344664,0.037829,0.013038294456000002,943.000704,69.000096,65067.13910406759,13.666657855084724,0.013038294456000002,9.11110523672315,medium,True,0.0,False,True
train,1003.JPG,1003.txt,6,1,Breakage,0.084064,0.094298,0.007927067072000001,229.999104,171.99955200000002,39559.742848401416,1.3372075759825233,0.007927067072000001,0.8914717173216823,small,True,0.0,False,False
train,1003.JPG,1003.txt,7,1,Breakage,0.420687,0.072368,0.030444276816,1150.999632,131.999232,151931.06745628262,8.719744914879504,0.030444276816,5.813163276586336,medium,True,0.0,False,False
train,1003.JPG,1003.txt,8,4,Reinforcement,0.013889,0.028509,0.000395961501,38.000304,52.000416,1976.031616126464,0.7307692307692307,0.000395961501,0.48717948717948717,tiny,False,0.0,False,False
train,1003.JPG,1003.txt,9,2,Comb,0.42617,0.285088,0.12149595296,1166.00112,520.0005120000001,606321.1793925734,2.242307638343248,0.12149595296,1.494871758895499,large,True,0.0,False,False
train,10030.jpg,10030.txt,1,0,Crack,1.0,0.34065,0.34065,1600.0,408.78000000000003,654048.0,3.914085816331523,0.34065,2.935564362248642,large,True,0.0,False,False
train,10030.jpg,10030.txt,2,0,Crack,0.85168,0.261672,0.22286080896000002,1362.688,314.00640000000004,427892.7532032,4.33968224851468,0.22286080896000002,3.2547616863860096,large,True,0.0,False,False
train,10030.jpg,10030.txt,3,0,Crack,0.678276,0.192684,0.130692932784,1085.2416,231.2208,250930.43094527998,4.6935293018621165,0.130692932784,3.520146976396587,large,True,0.0,False,False
train,10030.jpg,10030.txt,4,0,Crack,0.792917,0.281727,0.223386127659,1268.6671999999999,338.0724,428901.36510528007,3.752649432488425,0.223386127659,2.814487074366319,large,True,5.00000000069889e-07,True,False
train,10030.jpg,10030.txt,5,0,Crack,0.591681,0.140478,0.083118163518,946.6896,168.5736,159586.87395456,5.615882914050599,0.083118163518,4.211912185537949,medium,True,5.000000000143778e-07,True,False
train,10031.jpg,10031.txt,1,1,Breakage,0.115763,0.229446,0.026561357298000004,185.2208,275.3352,50997.80601216001,0.6727102092286057,0.026561357298000004,0.5045326569214543,medium,False,0.0,False,False
train,10031.jpg,10031.txt,2,1,Breakage,0.183762,0.217088,0.039892525056,294.0192,260.5056,76593.64810752,1.1286482900943395,0.039892525056,0.8464862175707547,medium,False,0.0,False,False
