view,split,width,height,images,percent,rare_resolution
RAW_VALIDATED_INVENTORY,all,500,300,1,0.008990380293086398,True
RAW_VALIDATED_INVENTORY,all,500,320,1,0.008990380293086398,True
RAW_VALIDATED_INVENTORY,all,500,326,1,0.008990380293086398,True
RAW_VALIDATED_INVENTORY,all,500,327,1,0.008990380293086398,True
RAW_VALIDATED_INVENTORY,all,500,335,1,0.008990380293086398,True
RAW_VALIDATED_INVENTORY,all,532,355,1,0.008990380293086398,True
RAW_VALIDATED_INVENTORY,all,575,375,1,0.008990380293086398,True
RAW_VALIDATED_INVENTORY,all,575,390,1,0.008990380293086398,True
RAW_VALIDATED_INVENTORY,all,816,1088,1,0.008990380293086398,True
RAW_VALIDATED_INVENTORY,all,823,471,1,0.008990380293086398,True
RAW_VALIDATED_INVENTORY,all,1836,2752,1,0.008990380293086398,True
RAW_VALIDATED_INVENTORY,all,1962,2520,1,0.008990380293086398,True
RAW_VALIDATED_INVENTORY,all,2048,3068,1,0.008990380293086398,True
RAW_VALIDATED_INVENTORY,all,4608,3013,1,0.008990380293086398,True
RAW_VALIDATED_INVENTORY,train,4608,3456,2973,33.41200269723534,False
RAW_VALIDATED_INVENTORY,train,5184,3888,2822,31.71499213306361,False
RAW_VALIDATED_INVENTORY,train,2736,1824,675,7.585974376264329,False
RAW_VALIDATED_INVENTORY,train,1600,1200,624,7.0128118678354685,False
RAW_VALIDATED_INVENTORY,train,2048,1536,367,4.124522364576309,False
RAW_VALIDATED_INVENTORY,train,5152,3864,223,2.506181164306586,False
RAW_VALIDATED_INVENTORY,train,4000,3000,217,2.438750280962014,False
RAW_VALIDATED_INVENTORY,train,480,320,123,1.3823331085637223,False
RAW_VALIDATED_INVENTORY,train,1088,816,123,1.3823331085637223,False
RAW_VALIDATED_INVENTORY,train,3456,2304,84,0.9440323668240054,False
RAW_VALIDATED_INVENTORY,train,3888,5184,66,0.7417397167902899,False
RAW_VALIDATED_INVENTORY,train,6000,4000,54,0.6068779501011463,False
RAW_VALIDATED_INVENTORY,train,4000,2248,53,0.5956394695437177,False
RAW_VALIDATED_INVENTORY,train,2592,1944,51,0.5731625084288604,False
RAW_VALIDATED_INVENTORY,train,3264,2448,49,0.5506855473140031,False
RAW_VALIDATED_INVENTORY,train,2816,2112,46,0.5169701056417172,False
RAW_VALIDATED_INVENTORY,train,6000,3376,44,0.49449314452686,False
RAW_VALIDATED_INVENTORY,train,2272,1704,29,0.3259159361654304,False
RAW_VALIDATED_INVENTORY,train,3648,2736,27,0.30343897505057316,False
RAW_VALIDATED_INVENTORY,train,5472,3648,26,0.2922004944931445,False
RAW_VALIDATED_INVENTORY,train,606,390,22,0.24724657226343,False
RAW_VALIDATED_INVENTORY,train,5184,2912,19,0.21353113059114406,False
RAW_VALIDATED_INVENTORY,train,554,370,13,0.14610024724657225,False
RAW_VALIDATED_INVENTORY,train,550,394,12,0.13486176668914363,False
RAW_VALIDATED_INVENTORY,train,2736,3648,12,0.13486176668914363,False
RAW_VALIDATED_INVENTORY,train,1200,1600,10,0.11238480557428636,False
RAW_VALIDATED_INVENTORY,train,1280,960,10,0.11238480557428636,False
RAW_VALIDATED_INVENTORY,train,2112,2816,10,0.11238480557428636,False
RAW_VALIDATED_INVENTORY,train,1704,2272,8,0.08990784445942908,True
RAW_VALIDATED_INVENTORY,train,1920,1080,8,0.08990784445942908,True
RAW_VALIDATED_INVENTORY,train,1972,2960,8,0.08990784445942908,True
RAW_VALIDATED_INVENTORY,train,4896,2752,8,0.08990784445942908,True
RAW_VALIDATED_INVENTORY,train,575,431,7,0.07866936390200045,True
RAW_VALIDATED_INVENTORY,train,2801,1867,6,0.06743088334457181,True
RAW_VALIDATED_INVENTORY,train,550,413,5,0.05619240278714318,True
RAW_VALIDATED_INVENTORY,train,552,394,5,0.05619240278714318,True
RAW_VALIDATED_INVENTORY,train,960,1280,5,0.05619240278714318,True
RAW_VALIDATED_INVENTORY,train,550,393,4,0.04495392222971454,True
RAW_VALIDATED_INVENTORY,train,2918,2188,4,0.04495392222971454,True
RAW_VALIDATED_INVENTORY,train,3864,5152,4,0.04495392222971454,True
RAW_VALIDATED_INVENTORY,train,265,170,3,0.033715441672285906,True
RAW_VALIDATED_INVENTORY,train,3072,2304,3,0.033715441672285906,True
RAW_VALIDATED_INVENTORY,train,3264,1836,3,0.033715441672285906,True
RAW_VALIDATED_INVENTORY,train,320,480,2,0.02247696111485727,True
RAW_VALIDATED_INVENTORY,train,552,393,2,0.02247696111485727,True
RAW_VALIDATED_INVENTORY,train,558,370,2,0.02247696111485727,True
RAW_VALIDATED_INVENTORY,train,590,442,2,0.02247696111485727,True
RAW_VALIDATED_INVENTORY,train,629,473,2,0.02247696111485727,True
RAW_VALIDATED_INVENTORY,train,1536,2048,2,0.02247696111485727,True
RAW_VALIDATED_INVENTORY,train,3456,4608,2,0.02247696111485727,True
RAW_VALIDATED_INVENTORY,train,319,240,1,0.011238480557428635,True
RAW_VALIDATED_INVENTORY,train,322,240,1,0.011238480557428635,True
RAW_VALIDATED_INVENTORY,train,360,240,1,0.011238480557428635,True
RAW_VALIDATED_INVENTORY,train,360,480,1,0.011238480557428635,True
RAW_VALIDATED_INVENTORY,train,427,240,1,0.011238480557428635,True
RAW_VALIDATED_INVENTORY,train,500,298,1,0.011238480557428635,True
RAW_VALIDATED_INVENTORY,train,500,299,1,0.011238480557428635,True
RAW_VALIDATED_INVENTORY,train,500,300,1,0.011238480557428635,True
RAW_VALIDATED_INVENTORY,train,500,320,1,0.011238480557428635,True
RAW_VALIDATED_INVENTORY,train,500,327,1,0.011238480557428635,True
RAW_VALIDATED_INVENTORY,train,500,335,1,0.011238480557428635,True
RAW_VALIDATED_INVENTORY,train,532,355,1,0.011238480557428635,True
RAW_VALIDATED_INVENTORY,train,557,370,1,0.011238480557428635,True
RAW_VALIDATED_INVENTORY,train,575,390,1,0.011238480557428635,True
RAW_VALIDATED_INVENTORY,train,816,1088,1,0.011238480557428635,True
RAW_VALIDATED_INVENTORY,train,960,720,1,0.011238480557428635,True
RAW_VALIDATED_INVENTORY,train,1962,2520,1,0.011238480557428635,True
RAW_VALIDATED_INVENTORY,train,3456,2592,1,0.011238480557428635,True
RAW_VALIDATED_INVENTORY,train,4608,3013,1,0.011238480557428635,True
RAW_VALIDATED_INVENTORY,valid,5184,3888,506,45.50359712230216,False
RAW_VALIDATED_INVENTORY,valid,4608,3456,248,22.302158273381295,False
RAW_VALIDATED_INVENTORY,valid,1600,1200,76,6.83453237410072,False
RAW_VALIDATED_INVENTORY,valid,2048,1536,42,3.776978417266187,False
RAW_VALIDATED_INVENTORY,valid,4208,2368,32,2.8776978417266186,False
RAW_VALIDATED_INVENTORY,valid,3888,5184,22,1.9784172661870503,False
RAW_VALIDATED_INVENTORY,valid,2736,1824,15,1.3489208633093526,False
RAW_VALIDATED_INVENTORY,valid,3456,2304,15,1.3489208633093526,False
RAW_VALIDATED_INVENTORY,valid,4000,3000,15,1.3489208633093526,False
RAW_VALIDATED_INVENTORY,valid,2368,4208,13,1.169064748201439,False
RAW_VALIDATED_INVENTORY,valid,480,320,12,1.079136690647482,False
RAW_VALIDATED_INVENTORY,valid,960,720,11,0.9892086330935251,False
RAW_VALIDATED_INVENTORY,valid,3456,4608,11,0.9892086330935251,False
RAW_VALIDATED_INVENTORY,valid,6000,4000,11,0.9892086330935251,False
RAW_VALIDATED_INVENTORY,valid,1088,816,10,0.8992805755395683,False
RAW_VALIDATED_INVENTORY,valid,4000,2248,9,0.8093525179856115,True
RAW_VALIDATED_INVENTORY,valid,6000,3376,9,0.8093525179856115,True
RAW_VALIDATED_INVENTORY,valid,2592,1944,6,0.539568345323741,True
RAW_VALIDATED_INVENTORY,valid,3648,2736,5,0.44964028776978415,True
RAW_VALIDATED_INVENTORY,valid,5472,3648,5,0.44964028776978415,True
RAW_VALIDATED_INVENTORY,valid,2272,1704,3,0.2697841726618705,True
RAW_VALIDATED_INVENTORY,valid,320,240,2,0.17985611510791366,True
RAW_VALIDATED_INVENTORY,valid,550,394,2,0.17985611510791366,True
RAW_VALIDATED_INVENTORY,valid,552,394,2,0.17985611510791366,True
RAW_VALIDATED_INVENTORY,valid,575,431,2,0.17985611510791366,True
RAW_VALIDATED_INVENTORY,valid,1200,1600,2,0.17985611510791366,True
RAW_VALIDATED_INVENTORY,valid,1280,960,2,0.17985611510791366,True
RAW_VALIDATED_INVENTORY,valid,1704,2272,2,0.17985611510791366,True
RAW_VALIDATED_INVENTORY,valid,2918,2188,2,0.17985611510791366,True
RAW_VALIDATED_INVENTORY,valid,5152,3864,2,0.17985611510791366,True
RAW_VALIDATED_INVENTORY,valid,250,132,1,0.08992805755395683,True
RAW_VALIDATED_INVENTORY,valid,280,308,1,0.08992805755395683,True
RAW_VALIDATED_INVENTORY,valid,550,393,1,0.08992805755395683,True
RAW_VALIDATED_INVENTORY,valid,550,413,1,0.08992805755395683,True
RAW_VALIDATED_INVENTORY,valid,557,370,1,0.08992805755395683,True
RAW_VALIDATED_INVENTORY,valid,575,375,1,0.08992805755395683,True
RAW_VALIDATED_INVENTORY,valid,823,471,1,0.08992805755395683,True
RAW_VALIDATED_INVENTORY,valid,1836,2752,1,0.08992805755395683,True
RAW_VALIDATED_INVENTORY,valid,1920,1080,1,0.08992805755395683,True
RAW_VALIDATED_INVENTORY,valid,1972,2960,1,0.08992805755395683,True
RAW_VALIDATED_INVENTORY,valid,2048,3068,1,0.08992805755395683,True
RAW_VALIDATED_INVENTORY,valid,2112,2816,1,0.08992805755395683,True
RAW_VALIDATED_INVENTORY,valid,2736,3648,1,0.08992805755395683,True
RAW_VALIDATED_INVENTORY,valid,2801,1867,1,0.08992805755395683,True
RAW_VALIDATED_INVENTORY,valid,3072,2304,1,0.08992805755395683,True
RAW_VALIDATED_INVENTORY,valid,3264,1836,1,0.08992805755395683,True
RAW_VALIDATED_INVENTORY,valid,3264,2448,1,0.08992805755395683,True
RAW_VALIDATED_INVENTORY,valid,3456,2592,1,0.08992805755395683,True
RAW_VALIDATED_INVENTORY,test,5184,3888,661,59.38903863432165,False
RAW_VALIDATED_INVENTORY,test,4608,3456,160,14.375561545372866,False
RAW_VALIDATED_INVENTORY,test,1600,1200,78,7.008086253369272,False
RAW_VALIDATED_INVENTORY,test,2048,1536,44,3.9532794249775383,False
RAW_VALIDATED_INVENTORY,test,5152,3864,36,3.234501347708895,False
RAW_VALIDATED_INVENTORY,test,1088,816,25,2.2461814914645104,False
RAW_VALIDATED_INVENTORY,test,480,320,12,1.0781671159029649,False
RAW_VALIDATED_INVENTORY,test,3456,2304,11,0.9883198562443846,False
RAW_VALIDATED_INVENTORY,test,4000,2248,10,0.8984725965858041,False
RAW_VALIDATED_INVENTORY,test,5472,3648,8,0.7187780772686433,True
RAW_VALIDATED_INVENTORY,test,6000,3376,8,0.7187780772686433,True
RAW_VALIDATED_INVENTORY,test,6000,4000,7,0.6289308176100629,True
RAW_VALIDATED_INVENTORY,test,606,390,4,0.35938903863432164,True
RAW_VALIDATED_INVENTORY,test,2272,1704,4,0.35938903863432164,True
RAW_VALIDATED_INVENTORY,test,1200,1600,3,0.2695417789757412,True
RAW_VALIDATED_INVENTORY,test,1920,1080,3,0.2695417789757412,True
RAW_VALIDATED_INVENTORY,test,2592,1944,3,0.2695417789757412,True
RAW_VALIDATED_INVENTORY,test,2816,2112,3,0.2695417789757412,True
RAW_VALIDATED_INVENTORY,test,3648,2736,3,0.2695417789757412,True
RAW_VALIDATED_INVENTORY,test,550,394,2,0.17969451931716082,True
RAW_VALIDATED_INVENTORY,test,550,413,2,0.17969451931716082,True
RAW_VALIDATED_INVENTORY,test,552,394,2,0.17969451931716082,True
RAW_VALIDATED_INVENTORY,test,1704,2272,2,0.17969451931716082,True
RAW_VALIDATED_INVENTORY,test,2736,3648,2,0.17969451931716082,True
RAW_VALIDATED_INVENTORY,test,3072,2304,2,0.17969451931716082,True
RAW_VALIDATED_INVENTORY,test,3888,5184,2,0.17969451931716082,True
RAW_VALIDATED_INVENTORY,test,4896,2752,2,0.17969451931716082,True
RAW_VALIDATED_INVENTORY,test,313,220,1,0.08984725965858041,True
RAW_VALIDATED_INVENTORY,test,349,240,1,0.08984725965858041,True
RAW_VALIDATED_INVENTORY,test,390,606,1,0.08984725965858041,True
RAW_VALIDATED_INVENTORY,test,400,240,1,0.08984725965858041,True
RAW_VALIDATED_INVENTORY,test,405,240,1,0.08984725965858041,True
RAW_VALIDATED_INVENTORY,test,500,287,1,0.08984725965858041,True
RAW_VALIDATED_INVENTORY,test,500,326,1,0.08984725965858041,True
RAW_VALIDATED_INVENTORY,test,552,393,1,0.08984725965858041,True
RAW_VALIDATED_INVENTORY,test,1280,960,1,0.08984725965858041,True
RAW_VALIDATED_INVENTORY,test,1536,2048,1,0.08984725965858041,True
RAW_VALIDATED_INVENTORY,test,1972,2960,1,0.08984725965858041,True
RAW_VALIDATED_INVENTORY,test,2736,1824,1,0.08984725965858041,True
RAW_VALIDATED_INVENTORY,test,3264,1836,1,0.08984725965858041,True
RAW_VALIDATED_INVENTORY,test,4000,3000,1,0.08984725965858041,True
PROVISIONAL_BASELINE_ELIGIBLE,all,5184,3888,3800,36.49985592162136,False
PROVISIONAL_BASELINE_ELIGIBLE,all,4608,3456,3224,30.967246181922967,False
PROVISIONAL_BASELINE_ELIGIBLE,all,1600,1200,673,6.464316588223994,False
PROVISIONAL_BASELINE_ELIGIBLE,all,2736,1824,668,6.416290462011334,False
PROVISIONAL_BASELINE_ELIGIBLE,all,2048,1536,407,3.9093266737104986,False
PROVISIONAL_BASELINE_ELIGIBLE,all,4000,3000,230,2.2092018057823455,False
PROVISIONAL_BASELINE_ELIGIBLE,all,5152,3864,226,2.1707809048122177,False
PROVISIONAL_BASELINE_ELIGIBLE,all,1088,816,157,1.5080203630775142,False
PROVISIONAL_BASELINE_ELIGIBLE,all,480,320,104,0.9989434252233215,False
PROVISIONAL_BASELINE_ELIGIBLE,all,3456,2304,101,0.9701277494957257,False
PROVISIONAL_BASELINE_ELIGIBLE,all,3888,5184,84,0.8068389203726828,False
PROVISIONAL_BASELINE_ELIGIBLE,all,4000,2248,67,0.6435500912496398,False
PROVISIONAL_BASELINE_ELIGIBLE,all,6000,4000,57,0.5474978388243205,False
PROVISIONAL_BASELINE_ELIGIBLE,all,2592,1944,54,0.5186821630967247,False
PROVISIONAL_BASELINE_ELIGIBLE,all,6000,3376,53,0.5090769378541927,False
PROVISIONAL_BASELINE_ELIGIBLE,all,3264,2448,50,0.48026126212659687,False
PROVISIONAL_BASELINE_ELIGIBLE,all,2816,2112,44,0.42262991067140526,False
PROVISIONAL_BASELINE_ELIGIBLE,all,5472,3648,35,0.3361828834886178,False
PROVISIONAL_BASELINE_ELIGIBLE,all,4208,2368,32,0.307367207761022,False
PROVISIONAL_BASELINE_ELIGIBLE,all,3648,2736,31,0.29776198251849006,False
PROVISIONAL_BASELINE_ELIGIBLE,all,2272,1704,30,0.28815675727595813,False
PROVISIONAL_BASELINE_ELIGIBLE,all,606,390,23,0.22092018057823457,False
PROVISIONAL_BASELINE_ELIGIBLE,all,550,394,16,0.153683603880511,False
PROVISIONAL_BASELINE_ELIGIBLE,all,2736,3648,14,0.13447315339544713,False
PROVISIONAL_BASELINE_ELIGIBLE,all,554,370,13,0.12486792815291518,False
PROVISIONAL_BASELINE_ELIGIBLE,all,1200,1600,13,0.12486792815291518,False
PROVISIONAL_BASELINE_ELIGIBLE,all,1280,960,13,0.12486792815291518,False
PROVISIONAL_BASELINE_ELIGIBLE,all,960,720,12,0.11526270291038325,False
PROVISIONAL_BASELINE_ELIGIBLE,all,1920,1080,12,0.11526270291038325,False
PROVISIONAL_BASELINE_ELIGIBLE,all,2368,4208,12,0.11526270291038325,False
PROVISIONAL_BASELINE_ELIGIBLE,all,2112,2816,11,0.10565747766785132,False
PROVISIONAL_BASELINE_ELIGIBLE,all,4896,2752,10,0.09605225242531937,False
PROVISIONAL_BASELINE_ELIGIBLE,all,575,431,9,0.08644702718278743,True
PROVISIONAL_BASELINE_ELIGIBLE,all,1704,2272,9,0.08644702718278743,True
PROVISIONAL_BASELINE_ELIGIBLE,all,3456,4608,9,0.08644702718278743,True
PROVISIONAL_BASELINE_ELIGIBLE,all,552,394,8,0.0768418019402555,True
PROVISIONAL_BASELINE_ELIGIBLE,all,1972,2960,8,0.0768418019402555,True
PROVISIONAL_BASELINE_ELIGIBLE,all,550,413,7,0.06723657669772357,True
PROVISIONAL_BASELINE_ELIGIBLE,all,5184,2912,7,0.06723657669772357,True
PROVISIONAL_BASELINE_ELIGIBLE,all,2801,1867,6,0.057631351455191625,True
PROVISIONAL_BASELINE_ELIGIBLE,all,2918,2188,6,0.057631351455191625,True
PROVISIONAL_BASELINE_ELIGIBLE,all,3072,2304,6,0.057631351455191625,True
PROVISIONAL_BASELINE_ELIGIBLE,all,550,393,4,0.03842090097012775,True
PROVISIONAL_BASELINE_ELIGIBLE,all,3264,1836,4,0.03842090097012775,True
PROVISIONAL_BASELINE_ELIGIBLE,all,552,393,3,0.028815675727595812,True
PROVISIONAL_BASELINE_ELIGIBLE,all,3864,5152,3,0.028815675727595812,True
PROVISIONAL_BASELINE_ELIGIBLE,all,265,170,2,0.019210450485063875,True
PROVISIONAL_BASELINE_ELIGIBLE,all,320,240,2,0.019210450485063875,True
PROVISIONAL_BASELINE_ELIGIBLE,all,320,480,2,0.019210450485063875,True
PROVISIONAL_BASELINE_ELIGIBLE,all,557,370,2,0.019210450485063875,True
PROVISIONAL_BASELINE_ELIGIBLE,all,558,370,2,0.019210450485063875,True
PROVISIONAL_BASELINE_ELIGIBLE,all,590,442,2,0.019210450485063875,True
PROVISIONAL_BASELINE_ELIGIBLE,all,629,473,2,0.019210450485063875,True
PROVISIONAL_BASELINE_ELIGIBLE,all,960,1280,2,0.019210450485063875,True
PROVISIONAL_BASELINE_ELIGIBLE,all,1536,2048,2,0.019210450485063875,True
PROVISIONAL_BASELINE_ELIGIBLE,all,3456,2592,2,0.019210450485063875,True
PROVISIONAL_BASELINE_ELIGIBLE,all,250,132,1,0.009605225242531937,True
PROVISIONAL_BASELINE_ELIGIBLE,all,280,308,1,0.009605225242531937,True
PROVISIONAL_BASELINE_ELIGIBLE,all,313,220,1,0.009605225242531937,True
PROVISIONAL_BASELINE_ELIGIBLE,all,319,240,1,0.009605225242531937,True
PROVISIONAL_BASELINE_ELIGIBLE,all,322,240,1,0.009605225242531937,True
PROVISIONAL_BASELINE_ELIGIBLE,all,349,240,1,0.009605225242531937,True
PROVISIONAL_BASELINE_ELIGIBLE,all,360,240,1,0.009605225242531937,True
PROVISIONAL_BASELINE_ELIGIBLE,all,360,480,1,0.009605225242531937,True
PROVISIONAL_BASELINE_ELIGIBLE,all,390,606,1,0.009605225242531937,True
PROVISIONAL_BASELINE_ELIGIBLE,all,400,240,1,0.009605225242531937,True
PROVISIONAL_BASELINE_ELIGIBLE,all,405,240,1,0.009605225242531937,True
PROVISIONAL_BASELINE_ELIGIBLE,all,427,240,1,0.009605225242531937,True
PROVISIONAL_BASELINE_ELIGIBLE,all,500,298,1,0.009605225242531937,True
PROVISIONAL_BASELINE_ELIGIBLE,all,500,299,1,0.009605225242531937,True
PROVISIONAL_BASELINE_ELIGIBLE,all,500,300,1,0.009605225242531937,True
PROVISIONAL_BASELINE_ELIGIBLE,all,500,320,1,0.009605225242531937,True
PROVISIONAL_BASELINE_ELIGIBLE,all,500,326,1,0.009605225242531937,True
PROVISIONAL_BASELINE_ELIGIBLE,all,500,327,1,0.009605225242531937,True
PROVISIONAL_BASELINE_ELIGIBLE,all,532,355,1,0.009605225242531937,True
PROVISIONAL_BASELINE_ELIGIBLE,all,575,375,1,0.009605225242531937,True
PROVISIONAL_BASELINE_ELIGIBLE,all,575,390,1,0.009605225242531937,True
PROVISIONAL_BASELINE_ELIGIBLE,all,816,1088,1,0.009605225242531937,True
PROVISIONAL_BASELINE_ELIGIBLE,all,1836,2752,1,0.009605225242531937,True
PROVISIONAL_BASELINE_ELIGIBLE,all,1962,2520,1,0.009605225242531937,True
PROVISIONAL_BASELINE_ELIGIBLE,all,2048,3068,1,0.009605225242531937,True
PROVISIONAL_BASELINE_ELIGIBLE,all,4608,3013,1,0.009605225242531937,True
PROVISIONAL_BASELINE_ELIGIBLE,train,4608,3456,2838,34.1351936492663,False
PROVISIONAL_BASELINE_ELIGIBLE,train,5184,3888,2655,31.93408708203031,False
PROVISIONAL_BASELINE_ELIGIBLE,train,2736,1824,655,7.878277604041376,False
PROVISIONAL_BASELINE_ELIGIBLE,train,1600,1200,541,6.507096463796007,False
PROVISIONAL_BASELINE_ELIGIBLE,train,2048,1536,331,3.9812364686071686,False
PROVISIONAL_BASELINE_ELIGIBLE,train,4000,3000,215,2.5859995188838103,False
PROVISIONAL_BASELINE_ELIGIBLE,train,5152,3864,196,2.3574693288429156,False
PROVISIONAL_BASELINE_ELIGIBLE,train,1088,816,122,1.467404378157325,False
PROVISIONAL_BASELINE_ELIGIBLE,train,480,320,85,1.0223719028145297,False
PROVISIONAL_BASELINE_ELIGIBLE,train,3456,2304,76,0.9141207601635795,False
PROVISIONAL_BASELINE_ELIGIBLE,train,3888,5184,65,0.7818138080346404,False
PROVISIONAL_BASELINE_ELIGIBLE,train,4000,2248,50,0.6013952369497234,False
PROVISIONAL_BASELINE_ELIGIBLE,train,3264,2448,49,0.5893673322107289,False
PROVISIONAL_BASELINE_ELIGIBLE,train,2592,1944,46,0.5532836179937455,False
PROVISIONAL_BASELINE_ELIGIBLE,train,6000,4000,43,0.5171999037767621,False
PROVISIONAL_BASELINE_ELIGIBLE,train,2816,2112,41,0.49314409429877315,False
PROVISIONAL_BASELINE_ELIGIBLE,train,6000,3376,39,0.46908828482078424,False
PROVISIONAL_BASELINE_ELIGIBLE,train,2272,1704,24,0.2886697137358672,False
PROVISIONAL_BASELINE_ELIGIBLE,train,3648,2736,24,0.2886697137358672,False
PROVISIONAL_BASELINE_ELIGIBLE,train,5472,3648,24,0.2886697137358672,False
PROVISIONAL_BASELINE_ELIGIBLE,train,606,390,21,0.25258599951888383,False
PROVISIONAL_BASELINE_ELIGIBLE,train,554,370,13,0.15636276160692808,False
PROVISIONAL_BASELINE_ELIGIBLE,train,550,394,12,0.1443348568679336,False
